Entry	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs	Gene Ontology (GO)	Function [CC]
A0ABW4C562	A0ABW4C562_9LACO	4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)	dapB ACFQ5L_14250	Lactiplantibacillus songbeiensis	249	GO:0005829; GO:0008839	cytosol [GO:0005829]; 4-hydroxy-tetrahydrodipicolinate reductase activity [GO:0008839]	
A0ABW4C563	A0ABW4C563_9LACO	Cd(2+)-exporting ATPase (EC 7.2.2.21)	ACFQ5L_10935	Lactiplantibacillus songbeiensis	612	GO:0005524; GO:0005886; GO:0008551; GO:0016887	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; P-type cadmium transporter activity [GO:0008551]	
A0ABW4C572	A0ABW4C572_9LACO	Ribosome-binding factor A	rbfA ACFQ5L_13785	Lactiplantibacillus songbeiensis	117	GO:0005829; GO:0030490; GO:0043024	cytosol [GO:0005829]; ribosomal small subunit binding [GO:0043024]; maturation of SSU-rRNA [GO:0030490]	FUNCTION: One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Required for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA. {ECO:0000256|HAMAP-Rule:MF_00003}.
A0ABW4C580	A0ABW4C580_9LACO	Small ribosomal subunit protein uS2	rpsB ACFQ5L_13715	Lactiplantibacillus songbeiensis	268	GO:0003735; GO:0006412; GO:0022627	cytosolic small ribosomal subunit [GO:0022627]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	
A0ABW4C589	A0ABW4C589_9LACO	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase (EC 2.4.1.187) (N-acetylmannosaminyltransferase) (UDP-N-acetylmannosamine transferase) (UDP-N-acetylmannosamine:N-acetylglucosaminyl pyrophosphorylundecaprenol N-acetylmannosaminyltransferase)	ACFQ5L_11460	Lactiplantibacillus songbeiensis	244	GO:0019350; GO:0047244	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase activity [GO:0047244]; teichoic acid biosynthetic process [GO:0019350]	FUNCTION: Catalyzes the conversion of GlcNAc-PP-undecaprenol into ManNAc-GlcNAc-PP-undecaprenol, the first committed lipid intermediate in the de novo synthesis of teichoic acid. {ECO:0000256|HAMAP-Rule:MF_02070}.
A0ABW4C594	A0ABW4C594_9LACO	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	truB ACFQ5L_13790	Lactiplantibacillus songbeiensis	307	GO:0003723; GO:0031119; GO:0160148; GO:1990481	RNA binding [GO:0003723]; tRNA pseudouridine(55) synthase activity [GO:0160148]; mRNA pseudouridine synthesis [GO:1990481]; tRNA pseudouridine synthesis [GO:0031119]	FUNCTION: Responsible for synthesis of pseudouridine from uracil-55 in the psi GC loop of transfer RNAs. {ECO:0000256|HAMAP-Rule:MF_01080}.
A0ABW4C595	A0ABW4C595_9LACO	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	pgsA ACFQ5L_13200	Lactiplantibacillus songbeiensis	194	GO:0005886; GO:0008444; GO:0046474	plasma membrane [GO:0005886]; CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity [GO:0008444]; glycerophospholipid biosynthetic process [GO:0046474]	FUNCTION: This protein catalyzes the committed step to the synthesis of the acidic phospholipids. {ECO:0000256|ARBA:ARBA00003973}.
A0ABW4C599	A0ABW4C599_9LACO	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.193)	ACFQ5L_13935	Lactiplantibacillus songbeiensis	250	GO:0005737; GO:0070042; GO:0070475	cytoplasm [GO:0005737]; rRNA (uridine-N3-)-methyltransferase activity [GO:0070042]; rRNA base methylation [GO:0070475]	FUNCTION: Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit. {ECO:0000256|ARBA:ARBA00025699, ECO:0000256|PIRNR:PIRNR015601}.
A0ABW4C5B6	A0ABW4C5B6_9LACO	Methylated-DNA--[protein]-cysteine S-methyltransferase (EC 2.1.1.63)	ACFQ5L_11635	Lactiplantibacillus songbeiensis	163	GO:0003908; GO:0006281	methylated-DNA-[protein]-cysteine S-methyltransferase activity [GO:0003908]; DNA repair [GO:0006281]	
A0ABW4C5B7	A0ABW4C5B7_9LACO	Large ribosomal subunit protein bL33	rpmG ACFQ5L_11235	Lactiplantibacillus songbeiensis	49	GO:0003735; GO:0005737; GO:0005840; GO:0006412	cytoplasm [GO:0005737]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	
A0ABW4C5C5	A0ABW4C5C5_9LACO	GTPase Era	era ACFQ5L_14085	Lactiplantibacillus songbeiensis	301	GO:0000028; GO:0003924; GO:0005525; GO:0005829; GO:0005886; GO:0043024; GO:0070181	cytosol [GO:0005829]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; ribosomal small subunit binding [GO:0043024]; small ribosomal subunit rRNA binding [GO:0070181]; ribosomal small subunit assembly [GO:0000028]	FUNCTION: An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism. {ECO:0000256|HAMAP-Rule:MF_00367}.
A0ABW4C5D7	A0ABW4C5D7_9LACO	Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	hisS ACFQ5L_14015	Lactiplantibacillus songbeiensis	427	GO:0004821; GO:0005524; GO:0005737; GO:0006427; GO:0016740; GO:0140096	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; catalytic activity, acting on a protein [GO:0140096]; histidine-tRNA ligase activity [GO:0004821]; transferase activity [GO:0016740]; histidyl-tRNA aminoacylation [GO:0006427]	
A0ABW4C5E4	A0ABW4C5E4_9LACO	Pyruvate kinase (EC 2.7.1.40)	pyk ACFQ5L_14160	Lactiplantibacillus songbeiensis	586	GO:0000287; GO:0004743; GO:0030955	magnesium ion binding [GO:0000287]; potassium ion binding [GO:0030955]; pyruvate kinase activity [GO:0004743]	
A0ABW4C5F6	A0ABW4C5F6_9LACO	DNA repair protein RecO (Recombination protein O)	recO ACFQ5L_14090	Lactiplantibacillus songbeiensis	263	GO:0006302; GO:0006310; GO:0043590	bacterial nucleoid [GO:0043590]; DNA recombination [GO:0006310]; double-strand break repair [GO:0006302]	FUNCTION: Involved in DNA repair and RecF pathway recombination. {ECO:0000256|HAMAP-Rule:MF_00201}.
A0ABW4C5F8	A0ABW4C5F8_9LACO	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	atpC ACFQ5L_13505	Lactiplantibacillus songbeiensis	142	GO:0005524; GO:0005886; GO:0045259; GO:0046933	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex [GO:0045259]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]	FUNCTION: Produces ATP from ADP in the presence of a proton gradient across the membrane. {ECO:0000256|ARBA:ARBA00003543, ECO:0000256|HAMAP-Rule:MF_00530}.
A0ABW4C5G0	A0ABW4C5G0_9LACO	DNA-binding protein HU	ACFQ5L_14235	Lactiplantibacillus songbeiensis	91	GO:0003677; GO:0005829; GO:0006270; GO:0010467; GO:0030527; GO:0042802; GO:1990103; GO:1990178	cytosol [GO:0005829]; DnaA-HU complex [GO:1990103]; HU-DNA complex [GO:1990178]; DNA binding [GO:0003677]; identical protein binding [GO:0042802]; structural constituent of chromatin [GO:0030527]; DNA replication initiation [GO:0006270]; gene expression [GO:0010467]	
A0ABW4C5G7	A0ABW4C5G7_9LACO	Signal peptidase I (EC 3.4.21.89)	lepB ACFQ5L_11565	Lactiplantibacillus songbeiensis	205	GO:0004252; GO:0005886; GO:0006508; GO:0009003	plasma membrane [GO:0005886]; serine-type endopeptidase activity [GO:0004252]; signal peptidase activity [GO:0009003]; proteolysis [GO:0006508]	
A0ABW4C5H3	A0ABW4C5H3_9LACO	Peptide chain release factor 3 (RF-3)	prfC ACFQ5L_12035	Lactiplantibacillus songbeiensis	525	GO:0003924; GO:0005525; GO:0005829; GO:0006449; GO:0016149; GO:0016150	cytosol [GO:0005829]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation release factor activity, codon nonspecific [GO:0016150]; translation release factor activity, codon specific [GO:0016149]; regulation of translational termination [GO:0006449]	FUNCTION: Increases the formation of ribosomal termination complexes and stimulates activities of RF-1 and RF-2. It binds guanine nucleotides and has strong preference for UGA stop codons. It may interact directly with the ribosome. The stimulation of RF-1 and RF-2 is significantly reduced by GTP and GDP, but not by GMP. {ECO:0000256|ARBA:ARBA00025017, ECO:0000256|HAMAP-Rule:MF_00072}.
A0ABW4C5J7	A0ABW4C5J7_9LACO	Isoprenyl transferase (EC 2.5.1.-)	ACFQ5L_13735	Lactiplantibacillus songbeiensis	259	GO:0000287; GO:0005829; GO:0008834; GO:0016094; GO:0030145	cytosol [GO:0005829]; ditrans,polycis-undecaprenyl-diphosphate synthase [(2E,6E)-farnesyl-diphosphate specific] activity [GO:0008834]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; polyprenol biosynthetic process [GO:0016094]	FUNCTION: Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids. {ECO:0000256|HAMAP-Rule:MF_01139}.
A0ABW4C5L1	A0ABW4C5L1_9LACO	Small ribosomal subunit protein uS9	rpsI ACFQ5L_12270	Lactiplantibacillus songbeiensis	130	GO:0003723; GO:0003735; GO:0006412; GO:0022627	cytosolic small ribosomal subunit [GO:0022627]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	
A0ABW4C5L2	A0ABW4C5L2_9LACO	Protein GrpE (HSP-70 cofactor)	grpE ACFQ5L_13810	Lactiplantibacillus songbeiensis	201	GO:0000774; GO:0005737; GO:0006457; GO:0042803; GO:0051087	cytoplasm [GO:0005737]; adenyl-nucleotide exchange factor activity [GO:0000774]; protein homodimerization activity [GO:0042803]; protein-folding chaperone binding [GO:0051087]; protein folding [GO:0006457]	FUNCTION: Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ; upon interaction with the DnaJ-bound protein, DnaK hydrolyzes its bound ATP, resulting in the formation of a stable complex. GrpE releases ADP from DnaK; ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependent interactions between DnaJ, DnaK and GrpE are required for fully efficient folding. {ECO:0000256|ARBA:ARBA00053401, ECO:0000256|HAMAP-Rule:MF_01151, ECO:0000256|RuleBase:RU000639}.
A0ABW4C5P5	A0ABW4C5P5_9LACO	Phosphatidylglycerol lysyltransferase (EC 2.3.2.3) (Lysylphosphatidylglycerol synthase)	mprF ACFQ5L_11865	Lactiplantibacillus songbeiensis	347	GO:0005886; GO:0050071	plasma membrane [GO:0005886]; phosphatidylglycerol lysyltransferase activity [GO:0050071]	FUNCTION: Catalyzes the transfer of a lysyl group from L-lysyl-tRNA(Lys) to membrane-bound phosphatidylglycerol (PG), which produces lysylphosphatidylglycerol (LPG), a major component of the bacterial membrane with a positive net charge. LPG synthesis contributes to bacterial virulence as it is involved in the resistance mechanism against cationic antimicrobial peptides (CAMP) produces by the host's immune system (defensins, cathelicidins) and by the competing microorganisms. {ECO:0000256|RuleBase:RU363042}.
A0ABW4C5Q8	A0ABW4C5Q8_9LACO	Dihydrofolate reductase (EC 1.5.1.3)	ACFQ5L_14275	Lactiplantibacillus songbeiensis	168	GO:0004146; GO:0005829; GO:0046452; GO:0046654; GO:0046655; GO:0050661	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; tetrahydrofolate biosynthetic process [GO:0046654]	FUNCTION: Key enzyme in folate metabolism. Catalyzes an essential reaction for de novo glycine and purine synthesis, and for DNA precursor synthesis. {ECO:0000256|PIRNR:PIRNR000194}.
A0ABW4C5T6	A0ABW4C5T6_9LACO	Segregation and condensation protein A	scpA ACFQ5L_14185	Lactiplantibacillus songbeiensis	253	GO:0005737; GO:0006260; GO:0007059	cytoplasm [GO:0005737]; chromosome segregation [GO:0007059]; DNA replication [GO:0006260]	FUNCTION: Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpB that pull DNA away from mid-cell into both cell halves. {ECO:0000256|HAMAP-Rule:MF_01805}.
A0ABW4C5W8	A0ABW4C5W8_9LACO	Energy-coupling factor transporter ATP-binding protein EcfA2 (EC 7.-.-.-)	ACFQ5L_12250	Lactiplantibacillus songbeiensis	294	GO:0005524; GO:0016887; GO:0042626; GO:0043190	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]	FUNCTION: ATP-binding (A) component of a common energy-coupling factor (ECF) ABC-transporter complex. {ECO:0000256|RuleBase:RU365104}.
A0ABW4C606	A0ABW4C606_9LACO	Peptide ABC transporter substrate-binding protein	ACFQ5L_12805	Lactiplantibacillus songbeiensis	540	GO:0015833; GO:0030288; GO:0043190; GO:1904680	ATP-binding cassette (ABC) transporter complex [GO:0043190]; outer membrane-bounded periplasmic space [GO:0030288]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]	
A0ABW4C613	A0ABW4C613_9LACO	Capsular polysaccharide biosynthesis protein CpsC	ACFQ5L_13085	Lactiplantibacillus songbeiensis	254	GO:0004713; GO:0005886	plasma membrane [GO:0005886]; protein tyrosine kinase activity [GO:0004713]	FUNCTION: Required for CpsD phosphorylation. Involved in the regulation of capsular polysaccharide biosynthesis. May be part of a complex that directs the coordinated polymerization and export to the cell surface of the capsular polysaccharide. {ECO:0000256|ARBA:ARBA00045736}.
A0ABW4C677	A0ABW4C677_9LACO	Ribonuclease Y (RNase Y) (EC 3.1.-.-)	rny ACFQ5L_13185	Lactiplantibacillus songbeiensis	519	GO:0003723; GO:0004521; GO:0005886; GO:0006402	plasma membrane [GO:0005886]; RNA binding [GO:0003723]; RNA endonuclease activity [GO:0004521]; mRNA catabolic process [GO:0006402]	FUNCTION: Endoribonuclease that initiates mRNA decay. {ECO:0000256|HAMAP-Rule:MF_00335}.
A0ABW4C6A0	A0ABW4C6A0_9LACO	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	atpB ACFQ5L_13540	Lactiplantibacillus songbeiensis	237	GO:0005886; GO:0042777; GO:0045259; GO:0046933	plasma membrane [GO:0005886]; proton-transporting ATP synthase complex [GO:0045259]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton motive force-driven plasma membrane ATP synthesis [GO:0042777]	FUNCTION: Key component of the proton channel; it plays a direct role in the translocation of protons across the membrane. {ECO:0000256|HAMAP-Rule:MF_01393, ECO:0000256|RuleBase:RU000483}.
A0ABW4C6A2	A0ABW4C6A2_9LACO	Small ribosomal subunit protein uS4	rpsD ACFQ5L_13335	Lactiplantibacillus songbeiensis	202	GO:0003735; GO:0006412; GO:0015935; GO:0019843; GO:0042274	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; ribosomal small subunit biogenesis [GO:0042274]; translation [GO:0006412]	FUNCTION: One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit. {ECO:0000256|HAMAP-Rule:MF_01306}.; FUNCTION: With S5 and S12 plays an important role in translational accuracy. {ECO:0000256|HAMAP-Rule:MF_01306}.
A0ABW4C6E7	A0ABW4C6E7_9LACO	D-alanyl carrier protein (DCP) (D-alanine--poly(phosphoribitol) ligase subunit 2)	dltC ACFQ5L_13845	Lactiplantibacillus songbeiensis	78	GO:0005737; GO:0036370; GO:0070395	cytoplasm [GO:0005737]; D-alanyl carrier activity [GO:0036370]; lipoteichoic acid biosynthetic process [GO:0070395]	FUNCTION: Carrier protein involved in the D-alanylation of lipoteichoic acid (LTA). The loading of thioester-linked D-alanine onto DltC is catalyzed by D-alanine--D-alanyl carrier protein ligase DltA. The DltC-carried D-alanyl group is further transferred to cell membrane phosphatidylglycerol (PG) by forming an ester bond, probably catalyzed by DltD. D-alanylation of LTA plays an important role in modulating the properties of the cell wall in Gram-positive bacteria, influencing the net charge of the cell wall. {ECO:0000256|HAMAP-Rule:MF_00565}.
A0ABW4C6E9	A0ABW4C6E9_9LACO	Tagatose-6-phosphate kinase (EC 2.7.1.144)	pfkB ACFQ5L_13565	Lactiplantibacillus songbeiensis	305	GO:0005524; GO:0005829; GO:0008662; GO:0009024; GO:0016052	cytosol [GO:0005829]; 1-phosphofructokinase activity [GO:0008662]; ATP binding [GO:0005524]; tagatose-6-phosphate kinase activity [GO:0009024]; carbohydrate catabolic process [GO:0016052]	FUNCTION: Catalyzes the ATP-dependent phosphorylation of fructose-l-phosphate to fructose-l,6-bisphosphate. {ECO:0000256|RuleBase:RU369061}.
A0ABW4C6H5	A0ABW4C6H5_9LACO	Elongation factor Ts (EF-Ts)	tsf ACFQ5L_13720	Lactiplantibacillus songbeiensis	292	GO:0003746; GO:0005737	cytoplasm [GO:0005737]; translation elongation factor activity [GO:0003746]	FUNCTION: Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF-Tu.GTP complex up to the GTP hydrolysis stage on the ribosome. {ECO:0000256|ARBA:ARBA00025453, ECO:0000256|HAMAP-Rule:MF_00050, ECO:0000256|RuleBase:RU000642}.
A0ABW4C6J7	A0ABW4C6J7_9LACO	Chaperone protein ClpB	clpB ACFQ5L_14145	Lactiplantibacillus songbeiensis	869	GO:0005524; GO:0005737; GO:0016887; GO:0034605; GO:0042026	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; cellular response to heat [GO:0034605]; protein refolding [GO:0042026]	FUNCTION: Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE. Acts before DnaK, in the processing of protein aggregates. Protein binding stimulates the ATPase activity; ATP hydrolysis unfolds the denatured protein aggregates, which probably helps expose new hydrophobic binding sites on the surface of ClpB-bound aggregates, contributing to the solubilization and refolding of denatured protein aggregates by DnaK. {ECO:0000256|ARBA:ARBA00025613}.
A0ABW4C6L5	A0ABW4C6L5_9LACO	Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase)	cmk ACFQ5L_14220	Lactiplantibacillus songbeiensis	227	GO:0005524; GO:0005829; GO:0006220; GO:0015949; GO:0036430; GO:0036431	cytosol [GO:0005829]; ATP binding [GO:0005524]; CMP kinase activity [GO:0036430]; dCMP kinase activity [GO:0036431]; nucleobase-containing small molecule interconversion [GO:0015949]; pyrimidine nucleotide metabolic process [GO:0006220]	
A0ABW4C6L9	A0ABW4C6L9_9LACO	GTP diphosphokinase (EC 2.7.6.5)	ACFQ5L_13945	Lactiplantibacillus songbeiensis	754	GO:0005886; GO:0008728; GO:0015969	plasma membrane [GO:0005886]; GTP diphosphokinase activity [GO:0008728]; guanosine tetraphosphate metabolic process [GO:0015969]	FUNCTION: In eubacteria ppGpp (guanosine 3'-diphosphate 5'-diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance. {ECO:0000256|RuleBase:RU003847}.
