Entry	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology IDs	Gene Ontology (GO)
Q8KWT0	BACB_BACAM	H2HPP isomerase (EC 5.3.3.19) (3-((4R)-4-hydroxycyclohexa-1,5-dien-1-yl)-2-oxopropanoate isomerase) (Bacilysin biosynthesis protein BacB) (Bi-cupin protein)	bacB	Bacillus amyloliquefaciens (Bacillus velezensis)	236	GO:0005506; GO:0005737; GO:0016863; GO:0017000; GO:0050897	cytoplasm [GO:0005737]; cobalt ion binding [GO:0050897]; intramolecular oxidoreductase activity, transposing C=C bonds [GO:0016863]; iron ion binding [GO:0005506]; antibiotic biosynthetic process [GO:0017000]
Q8KWT3	BACD_BACIU	Alanine--anticapsin ligase (EC 6.3.2.49) (ATP-dependent dipeptide ligase) (Bacilysin synthetase) (L-Ala-L-amino acid dipeptide ligase) (L-alanine--L-anticapsin ligase) (L-amino acid ligase) (Lal)	bacD	Bacillus subtilis	472	GO:0005524; GO:0034026; GO:0046872	ATP binding [GO:0005524]; L-amino-acid alpha-ligase activity [GO:0034026]; metal ion binding [GO:0046872]
Q8KWT5	BACB_BACIU	H2HPP isomerase (EC 5.3.3.19) (3-((4R)-4-hydroxycyclohexa-1,5-dien-1-yl)-2-oxopropanoate isomerase) (Bacilysin biosynthesis protein BacB) (Bi-cupin protein)	bacB	Bacillus subtilis	236	GO:0005506; GO:0005737; GO:0016863; GO:0017000; GO:0050897	cytoplasm [GO:0005737]; cobalt ion binding [GO:0050897]; intramolecular oxidoreductase activity, transposing C=C bonds [GO:0016863]; iron ion binding [GO:0005506]; antibiotic biosynthetic process [GO:0017000]
Q8KZM7	BIOB_BACNA	Biotin synthase (EC 2.8.1.6)	bioB	Bacillus subtilis subsp. natto	335	GO:0004076; GO:0005506; GO:0009102; GO:0051537	2 iron, 2 sulfur cluster binding [GO:0051537]; biotin synthase activity [GO:0004076]; iron ion binding [GO:0005506]; biotin biosynthetic process [GO:0009102]
Q8KZM8	BIOD_BACNA	ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase)	bioD	Bacillus subtilis subsp. natto	231	GO:0000287; GO:0004141; GO:0005524; GO:0005829; GO:0009102	cytosol [GO:0005829]; ATP binding [GO:0005524]; dethiobiotin synthase activity [GO:0004141]; magnesium ion binding [GO:0000287]; biotin biosynthetic process [GO:0009102]
Q8KZM9	BIOF_BACNA	Putative 8-amino-7-oxononanoate synthase (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (8-amino-7-ketopelargonate synthase)	bioF	Bacillus subtilis subsp. natto	371	GO:0008710; GO:0009102; GO:0030170	8-amino-7-oxononanoate synthase activity [GO:0008710]; pyridoxal phosphate binding [GO:0030170]; biotin biosynthetic process [GO:0009102]
Q8L2I5	PROD2_BACNA	Proline dehydrogenase 2 (PRODH 2) (EC 1.5.5.2) (Proline oxidase 2)		Bacillus subtilis subsp. natto	304	GO:0004657; GO:0006562; GO:0071949	FAD binding [GO:0071949]; proline dehydrogenase activity [GO:0004657]; L-proline catabolic process [GO:0006562]
Q8RKI5	TARF_BACSH	Teichoic acid poly(glycerol phosphate) polymerase (EC 2.7.8.12)	tarF BSUW23_17545	Bacillus spizizenii (strain ATCC 23059 / NRRL B-14472 / W23) (Bacillus subtilis subsp. spizizenii)	394	GO:0005886; GO:0047355	plasma membrane [GO:0005886]; CDP-glycerol glycerophosphotransferase activity [GO:0047355]
Q8RKI6	TARD_BACSH	Glycerol-3-phosphate cytidylyltransferase (GCT) (GCTase) (Gro-PCT) (EC 2.7.7.39) (CDP-glycerol pyrophosphorylase)	tarD BSUW23_17550	Bacillus spizizenii (strain ATCC 23059 / NRRL B-14472 / W23) (Bacillus subtilis subsp. spizizenii)	129	GO:0005737; GO:0019350; GO:0046872; GO:0047348	cytoplasm [GO:0005737]; glycerol-3-phosphate cytidylyltransferase activity [GO:0047348]; metal ion binding [GO:0046872]; teichoic acid biosynthetic process [GO:0019350]
Q8RKI9	TARI_BACSH	Ribitol-5-phosphate cytidylyltransferase (EC 2.7.7.40)	tarI ispD BSUW23_17565	Bacillus spizizenii (strain ATCC 23059 / NRRL B-14472 / W23) (Bacillus subtilis subsp. spizizenii)	237	GO:0008299; GO:0047349; GO:0050518; GO:1902012	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity [GO:0050518]; D-ribitol-5-phosphate cytidylyltransferase activity [GO:0047349]; isoprenoid biosynthetic process [GO:0008299]; poly(ribitol phosphate) teichoic acid biosynthetic process [GO:1902012]
Q8RLU1	PHNW_BACCE	2-aminoethylphosphonate--pyruvate transaminase (EC 2.6.1.37) (2-aminoethylphosphonate aminotransferase) (AEP transaminase) (AEPT)	phnW	Bacillus cereus	344	GO:0019700; GO:0047304	2-aminoethylphosphonate:pyruvate transaminase activity [GO:0047304]; organic phosphonate catabolic process [GO:0019700]
Q8RMG1	PROD1_BACNA	Proline dehydrogenase 1 (PRODH 1) (EC 1.5.5.2) (Proline oxidase 1)	fadM yusM	Bacillus subtilis subsp. natto	302	GO:0004657; GO:0006562; GO:0071949	FAD binding [GO:0071949]; proline dehydrogenase activity [GO:0004657]; L-proline catabolic process [GO:0006562]
Q8RPQ1	DPS1_BACAN	DNA protection during starvation protein 1 (EC 1.16.-.-)	dps1 dlp2 BA_2013 GBAA_2013 BAS1871	Bacillus anthracis	147	GO:0005737; GO:0008199; GO:0016722	cytoplasm [GO:0005737]; ferric iron binding [GO:0008199]; oxidoreductase activity, acting on metal ions [GO:0016722]
Q8RPQ2	DPS2_BACAN	DNA protection during starvation protein 2 (EC 1.16.-.-)	dps2 dlp1 BA_5290 GBAA_5290 BAS4914	Bacillus anthracis	146	GO:0005737; GO:0008199; GO:0016722	cytoplasm [GO:0005737]; ferric iron binding [GO:0008199]; oxidoreductase activity, acting on metal ions [GO:0016722]
Q8VQ71	COMGC_BACLD	ComG operon protein 3 homolog (Late competence protein ComGC)	comGC BLi02646 BL01570	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	97	GO:0005886; GO:0009986; GO:0015627; GO:0015628; GO:0030420	cell surface [GO:0009986]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]; establishment of competence for transformation [GO:0030420]; protein secretion by the type II secretion system [GO:0015628]
Q939S9	C35AB_BACTU	Insecticidal crystal protein Cry35Ab1 (44 kDa insecticidal crystal protein)		Bacillus thuringiensis	383	GO:0090729	toxin activity [GO:0090729]
Q939T0	C34AB_BACTU	Insecticidal crystal protein Cry34Ab1 (14 kDa insecticidal crystal protein)		Bacillus thuringiensis	123	GO:0019836	symbiont-mediated hemolysis of host erythrocyte [GO:0019836]
Q99027	COMP_BACSU	Sensor histidine kinase ComP (EC 2.7.13.3)	comP BSU31690	Bacillus subtilis (strain 168)	769	GO:0000155; GO:0004672; GO:0005886; GO:0046983	plasma membrane [GO:0005886]; phosphorelay sensor kinase activity [GO:0000155]; protein dimerization activity [GO:0046983]; protein kinase activity [GO:0004672]
Q99031	CR9AA_BACTG	Pesticidal crystal protein Cry9Aa (130 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIXA(a))	cry9Aa cryIG cryIVA(a)	Bacillus thuringiensis subsp. galleriae	1156	GO:0001907; GO:0005102; GO:0090729	signaling receptor binding [GO:0005102]; toxin activity [GO:0090729]; symbiont-mediated killing of host cell [GO:0001907]
Q9ANR7	TYSY_BACMO	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	thyA	Bacillus mojavensis	279	GO:0004799; GO:0005829; GO:0006231; GO:0006235	cytosol [GO:0005829]; thymidylate synthase activity [GO:0004799]; dTMP biosynthetic process [GO:0006231]; dTTP biosynthetic process [GO:0006235]
Q9APZ2	RECA_BACAN	Protein RecA (Recombinase A)	recA BA_3915 GBAA_3915 BAS3629	Bacillus anthracis	343	GO:0003684; GO:0003697; GO:0005524; GO:0005829; GO:0006281; GO:0006310; GO:0009432; GO:0140664	cytosol [GO:0005829]; ATP binding [GO:0005524]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; single-stranded DNA binding [GO:0003697]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; SOS response [GO:0009432]
Q9F4F7	FFP_BACIU	4'-phosphopantetheinyl transferase ffp (EC 2.7.8.-) (Fengycin synthase-activating enzyme)	ffp sfp	Bacillus subtilis	224	GO:0000287; GO:0005829; GO:0006633; GO:0008897	cytosol [GO:0005829]; holo-[acyl-carrier-protein] synthase activity [GO:0008897]; magnesium ion binding [GO:0000287]; fatty acid biosynthetic process [GO:0006633]
Q9FAW5	AZRB_BACOY	NADPH azoreductase (EC 1.7.1.6)	azr	Bacillus sp. (strain OY1-2)	178	GO:0005829; GO:0010181; GO:0050446	cytosol [GO:0005829]; azobenzene reductase (NADP+) activity [GO:0050446]; FMN binding [GO:0010181]
Q9JMQ2	PPAX_BACSU	Pyrophosphatase PpaX (EC 3.6.1.1)	ppaX hprP ptsL yvoE BSU34970	Bacillus subtilis (strain 168)	216	GO:0000287; GO:0004427; GO:0005829; GO:0006281; GO:0008967	cytosol [GO:0005829]; inorganic diphosphate phosphatase activity [GO:0004427]; magnesium ion binding [GO:0000287]; phosphoglycolate phosphatase activity [GO:0008967]; DNA repair [GO:0006281]
Q9K3E4	SLEL_BACCE	Cortical fragment-lytic enzyme (CFLE) (EC 3.2.1.-) (Germination-specific spore peptidoglycan hydrolase) (Spore peptidoglycan N-acetylglucosaminidase)	sleL	Bacillus cereus	430	GO:0005975; GO:0008061; GO:0043595; GO:0070492	endospore cortex [GO:0043595]; chitin binding [GO:0008061]; oligosaccharide binding [GO:0070492]; carbohydrate metabolic process [GO:0005975]
Q9K5J7	RSBW_BACAN	Serine-protein kinase RsbW (EC 2.7.11.1) (Anti-sigma-B factor) (Sigma-B negative effector RsbW)	rsbW BA_0991 GBAA_0991 BAS0927	Bacillus anthracis	160	GO:0004674; GO:0005524; GO:0016989; GO:0106310	ATP binding [GO:0005524]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; sigma factor antagonist activity [GO:0016989]
Q9K5K2	COMX1_BACMO	ComX pheromone (Competence pheromone)	comX	Bacillus mojavensis	54	GO:0005576	extracellular region [GO:0005576]
Q9K5K8	COMX3_BACMO	ComX pheromone (Competence pheromone)	comX	Bacillus mojavensis	53	GO:0005576	extracellular region [GO:0005576]
Q9L543	AMIE_BACSP	Aliphatic amidase (EC 3.5.1.4) (Acylamide amidohydrolase)	amiE ami	Bacillus sp	348	GO:0004040	amidase activity [GO:0004040]
Q9LAI2	MTB1_BACSQ	Type II beta methyltransferase M.BslI (M.BslI) (EC 2.1.1.113) (Modification methylase BslI) (N(4)- cytosine-specific methyltransferase BslI)	bslIM	Bacillus sp. (strain NEB-606)	912	GO:0003677; GO:0008170; GO:0009307; GO:0015667	DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; site-specific DNA-methyltransferase (cytosine-N4-specific) activity [GO:0015667]; DNA restriction-modification system [GO:0009307]
Q9LCB5	NHAG_BACAT	Na(+)/H(+) antiporter NhaG (Sodium/proton antiporter NhaG)	nhaG	Bacillus atrophaeus	524	GO:0005886; GO:0015385; GO:0015386; GO:0051453; GO:0098719	plasma membrane [GO:0005886]; potassium:proton antiporter activity [GO:0015386]; sodium:proton antiporter activity [GO:0015385]; regulation of intracellular pH [GO:0051453]; sodium ion import across plasma membrane [GO:0098719]
Q9R9H8	BBMA_BACIU	Intracellular maltogenic amylase (EC 3.2.1.-)	bbmA	Bacillus subtilis	588	GO:0004553; GO:0005737; GO:0005975	cytoplasm [GO:0005737]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]
Q9R9I9	MYCC_BACIU	Mycosubtilin synthase subunit C (EC 2.3.1.-) [Includes: ATP-dependent serine adenylase (SerA) (Serine activase); ATP-dependent asparagine adenylase 3 (AsnA 3) (Asparagine activase 3)]	mycC	Bacillus subtilis	2609	GO:0003824; GO:0005829; GO:0008610; GO:0031177; GO:0043041; GO:0044550	cytosol [GO:0005829]; catalytic activity [GO:0003824]; phosphopantetheine binding [GO:0031177]; amino acid activation for nonribosomal peptide biosynthetic process [GO:0043041]; lipid biosynthetic process [GO:0008610]; secondary metabolite biosynthetic process [GO:0044550]
Q9R9J0	MYCB_BACIU	Mycosubtilin synthase subunit B (EC 2.3.1.-) [Includes: ATP-dependent tyrosine adenylase (TyrA) (Tyrosine activase); ATP-dependent asparagine adenylase 2 (AsnA 2) (Asparagine activase 2); ATP-dependent glutamine adenylase (GlnA) (Glutamine activase); ATP-dependent proline adenylase (ProA) (Proline activase)]	mycB	Bacillus subtilis	5369	GO:0003824; GO:0005829; GO:0008610; GO:0031177; GO:0043041; GO:0044550	cytosol [GO:0005829]; catalytic activity [GO:0003824]; phosphopantetheine binding [GO:0031177]; amino acid activation for nonribosomal peptide biosynthetic process [GO:0043041]; lipid biosynthetic process [GO:0008610]; secondary metabolite biosynthetic process [GO:0044550]
Q9RMG3	CR2AD_BACTU	Pesticidal crystal protein Cry2Ad (71 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIA(d))	cry2Ad cry2 cryIIA(d)	Bacillus thuringiensis	633	GO:0001907; GO:0005102; GO:0090729	signaling receptor binding [GO:0005102]; toxin activity [GO:0090729]; symbiont-mediated killing of host cell [GO:0001907]
Q9S515	CR1AG_BACTU	Pesticidal crystal protein Cry1Ag (134 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIA(g))	cry1Ag cry1 cryIA(g)	Bacillus thuringiensis	1176	GO:0001907; GO:0005102; GO:0090729	signaling receptor binding [GO:0005102]; toxin activity [GO:0090729]; symbiont-mediated killing of host cell [GO:0001907]
Q9S597	C27AA_BACUH	Pesticidal crystal protein Cry27Aa (94 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXXVIIA(a))	cry27Aa cryXXVIIA(a)	Bacillus thuringiensis subsp. higo	826	GO:0001907; GO:0005102; GO:0090729	signaling receptor binding [GO:0005102]; toxin activity [GO:0090729]; symbiont-mediated killing of host cell [GO:0001907]
Q9X3Y3	GYRB_BACCE	DNA gyrase subunit B (EC 5.6.2.2)	gyrB	Bacillus cereus	404	GO:0003677; GO:0005524; GO:0005737; GO:0006265; GO:0034335	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA negative supercoiling activity [GO:0034335]; DNA topological change [GO:0006265]
Q9X3Y5	GYRB_BACMY	DNA gyrase subunit B (EC 5.6.2.2)	gyrB	Bacillus mycoides	404	GO:0003677; GO:0005524; GO:0005737; GO:0006265; GO:0034335	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA negative supercoiling activity [GO:0034335]; DNA topological change [GO:0006265]
Q9X3Y6	GYRB_BACAN	DNA gyrase subunit B (EC 5.6.2.2)	gyrB BA_0005 GBAA_0005 BAS0005	Bacillus anthracis	640	GO:0003677; GO:0005524; GO:0005694; GO:0005737; GO:0006261; GO:0006265; GO:0034335	chromosome [GO:0005694]; cytoplasm [GO:0005737]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA negative supercoiling activity [GO:0034335]; DNA topological change [GO:0006265]; DNA-templated DNA replication [GO:0006261]
Q9X597	C26AA_BACTF	Pesticidal crystal protein Cry26Aa (131 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXXVIA(a))	cry26Aa cry26Aa1 cryXXVIA(a)	Bacillus thuringiensis subsp. finitimus	1163	GO:0001907; GO:0005102; GO:0090729	signaling receptor binding [GO:0005102]; toxin activity [GO:0090729]; symbiont-mediated killing of host cell [GO:0001907]
Q9XBI3	ILVD_BACC1	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)	ilvD BCE_1937	Bacillus cereus (strain ATCC 10987 / NRS 248)	557	GO:0000287; GO:0004160; GO:0005829; GO:0009099; GO:0051537	cytosol [GO:0005829]; 2 iron, 2 sulfur cluster binding [GO:0051537]; dihydroxy-acid dehydratase activity [GO:0004160]; magnesium ion binding [GO:0000287]; L-valine biosynthetic process [GO:0009099]
Q9XDL1	CR1ID_BACTU	Pesticidal crystal protein Cry1Id (81 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryII(d))	cry1Id cryII(d) NRcryV	Bacillus thuringiensis	719	GO:0001907; GO:0005102; GO:0090729	signaling receptor binding [GO:0005102]; toxin activity [GO:0090729]; symbiont-mediated killing of host cell [GO:0001907]
Q9ZAZ5	CR1BD_BACTZ	Pesticidal crystal protein Cry1Bd (140 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIB(d))	cry1Bd cryE1 cryIB(d) cryLA1	Bacillus thuringiensis subsp. wuhanensis	1231	GO:0001907; GO:0005102; GO:0090729	signaling receptor binding [GO:0005102]; toxin activity [GO:0090729]; symbiont-mediated killing of host cell [GO:0001907]
Q9ZAZ6	CR1GB_BACTZ	Pesticidal crystal protein Cry1Gb (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIG(b))	cry1Gb cryH2 cryIG(b)	Bacillus thuringiensis subsp. wuhanensis	1169	GO:0001907; GO:0005102; GO:0090729	signaling receptor binding [GO:0005102]; toxin activity [GO:0090729]; symbiont-mediated killing of host cell [GO:0001907]
Q9ZJ10	ARGD_BACAM	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD	Bacillus amyloliquefaciens (Bacillus velezensis)	229	GO:0003992; GO:0005737; GO:0006526; GO:0030170; GO:0042802	cytoplasm [GO:0005737]; identical protein binding [GO:0042802]; N2-acetyl-L-ornithine:2-oxoglutarate 5-transaminase activity [GO:0003992]; pyridoxal phosphate binding [GO:0030170]; L-arginine biosynthetic process [GO:0006526]
A0A1C4F9S9	FOC_BACTU	Formate channel BtFdhC (BtFdhC)	BTT61001_04088	Bacillus thuringiensis	259	GO:0005886; GO:0015499	plasma membrane [GO:0005886]; formate transmembrane transporter activity [GO:0015499]
A0A2K4Z9J5	BSRE_BACSU	Small toxic protein BsrE	bsrE BSU_18978	Bacillus subtilis (strain 168)	30	GO:0005886	plasma membrane [GO:0005886]
A0A2K4Z9K4	BSRH_BACSU	Probable small toxic protein BsrH	bsrH BSU_26055	Bacillus subtilis (strain 168)	29	GO:0005886	plasma membrane [GO:0005886]
A0A6L8Q027	DABB_BACAN	Probable inorganic carbon transporter subunit DabB	dabB GBAA_3183 BAS2959	Bacillus anthracis	510	GO:0005886; GO:0008137; GO:0015990; GO:0042773	plasma membrane [GO:0005886]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]; electron transport coupled proton transport [GO:0015990]
A0R883	RECF_BACAH	DNA replication and repair protein RecF	recF BALH_0004	Bacillus thuringiensis (strain Al Hakam)	375	GO:0000731; GO:0003697; GO:0005524; GO:0005737; GO:0006260; GO:0006302; GO:0009432	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; single-stranded DNA binding [GO:0003697]; DNA replication [GO:0006260]; DNA synthesis involved in DNA repair [GO:0000731]; double-strand break repair [GO:0006302]; SOS response [GO:0009432]
A0R898	Y020_BACAH	Nucleoid-associated protein BALH_0020	BALH_0020	Bacillus thuringiensis (strain Al Hakam)	109	GO:0003677; GO:0005829; GO:0043590	bacterial nucleoid [GO:0043590]; cytosol [GO:0005829]; DNA binding [GO:0003677]
A0R899	RECR_BACAH	Recombination protein RecR	recR BALH_0021	Bacillus thuringiensis (strain Al Hakam)	198	GO:0003677; GO:0006281; GO:0006310; GO:0046872	DNA binding [GO:0003677]; metal ion binding [GO:0046872]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]
A0R8A3	KTHY_BACAH	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	tmk BALH_0026	Bacillus thuringiensis (strain Al Hakam)	208	GO:0004798; GO:0005524; GO:0005829; GO:0006227; GO:0006233; GO:0006235	cytosol [GO:0005829]; ATP binding [GO:0005524]; dTMP kinase activity [GO:0004798]; dTDP biosynthetic process [GO:0006233]; dTTP biosynthetic process [GO:0006235]; dUDP biosynthetic process [GO:0006227]
A0R8D9	HSLO_BACAH	33 kDa chaperonin (Heat shock protein 33 homolog) (HSP33)	hslO BALH_0065	Bacillus thuringiensis (strain Al Hakam)	291	GO:0005737; GO:0042026; GO:0044183	cytoplasm [GO:0005737]; protein folding chaperone [GO:0044183]; protein refolding [GO:0042026]
A0R8F7	ISPD_BACAH	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	ispD BALH_0085	Bacillus thuringiensis (strain Al Hakam)	226	GO:0019288; GO:0050518	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity [GO:0050518]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]
A0R8G8	RL1_BACAH	Large ribosomal subunit protein uL1 (50S ribosomal protein L1)	rplA BALH_0096	Bacillus thuringiensis (strain Al Hakam)	230	GO:0003735; GO:0006412; GO:0015934; GO:0019843	large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0R8H0	RL7_BACAH	Large ribosomal subunit protein bL12 (50S ribosomal protein L7/L12)	rplL BALH_0098	Bacillus thuringiensis (strain Al Hakam)	119	GO:0003729; GO:0003735; GO:0006412; GO:0022625	cytosolic large ribosomal subunit [GO:0022625]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0R8H5	RS12_BACAH	Small ribosomal subunit protein uS12 (30S ribosomal protein S12)	rpsL BALH_0103	Bacillus thuringiensis (strain Al Hakam)	140	GO:0000049; GO:0003735; GO:0006412; GO:0015935; GO:0019843	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]
A0R8H6	RS7_BACAH	Small ribosomal subunit protein uS7 (30S ribosomal protein S7)	rpsG BALH_0104	Bacillus thuringiensis (strain Al Hakam)	156	GO:0000049; GO:0003735; GO:0006412; GO:0015935; GO:0019843	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]
